Codigo;Municipio;Estado;0-19;20-44;45-54;55-64;65-74;75+
110001;Alta Floresta D'Oeste;RO;8796.0;9541.0;2676.0;1561.0;969.0;438.0
110002;Ariquemes;RO;35868.0;39486.0;9178.0;5286.0;2697.0;1351.0
110003;Cabixi;RO;2010.0;2288.0;771.0;502.0;292.0;130.0
110004;Cacoal;RO;28948.0;33425.0;8796.0;5000.0;2787.0;1642.0
110005;Cerejeiras;RO;6023.0;6737.0;1938.0;1190.0;724.0;379.0
110006;Colorado do Oeste;RO;5931.0;7175.0;2084.0;1410.0;894.0;466.0
110007;Corumbiara;RO;3096.0;3411.0;937.0;561.0;324.0;161.0
110008;Costa Marques;RO;5885.0;5480.0;1248.0;771.0;378.0;172.0
110009;Espigão D'Oeste;RO;10723.0;12079.0;3110.0;1860.0;992.0;530.0
110010;Guajará-Mirim;RO;17960.0;16344.0;3762.0;2322.0;1253.0;824.0
110011;Jaru;RO;19076.0;21817.0;5097.0;3099.0;1842.0;1067.0
110012;Ji-Paraná;RO;43123.0;50201.0;12885.0;7330.0;3766.0;2196.0
110013;Machadinho D'Oeste;RO;12185.0;12675.0;3277.0;2021.0;995.0;373.0
110014;Nova Brasilândia D'Oeste;RO;7195.0;7935.0;2090.0;1352.0;738.0;355.0
110015;Ouro Preto do Oeste;RO;13693.0;15463.0;4092.0;2419.0;1458.0;804.0
110018;Pimenta Bueno;RO;12798.0;14270.0;3764.0;2081.0;1108.0;623.0
110020;Porto Velho;RO;171689.0;197218.0;45714.0;23327.0;10161.0;5453.0
110025;Presidente Médici;RO;7297.0;8306.0;2609.0;1687.0;968.0;583.0
110026;Rio Crespo;RO;1130.0;1294.0;388.0;231.0;147.0;68.0
110028;Rolim de Moura;RO;18893.0;21811.0;5303.0;3162.0;1815.0;1031.0
110029;Santa Luzia D'Oeste;RO;2818.0;3379.0;984.0;591.0;385.0;199.0
110030;Vilhena;RO;29692.0;34425.0;8494.0;4510.0;2402.0;1148.0
110032;São Miguel do Guaporé;RO;8545.0;8786.0;2190.0;1271.0;741.0;277.0
110033;Nova Mamoré;RO;9740.0;9340.0;2222.0;1281.0;609.0;296.0
110034;Alvorada D'Oeste;RO;5559.0;6318.0;1829.0;1143.0;669.0;337.0
110037;Alto Alegre dos Parecis;RO;4706.0;4989.0;1251.0;800.0;451.0;173.0
110040;Alto Paraíso;RO;6486.0;6914.0;1832.0;1093.0;622.0;251.0
110045;Buritis;RO;13406.0;13728.0;3115.0;1808.0;922.0;347.0
110050;Novo Horizonte do Oeste;RO;3298.0;3800.0;1137.0;735.0;450.0;197.0
110060;Cacaulândia;RO;2015.0;2240.0;564.0;412.0;245.0;98.0
110070;Campo Novo de Rondônia;RO;4801.0;5018.0;1338.0;746.0;326.0;134.0
110080;Candeias do Jamari;RO;8332.0;8097.0;2002.0;1289.0;532.0;292.0
110090;Castanheiras;RO;1239.0;1301.0;386.0;305.0;183.0;65.0
110092;Chupinguaia;RO;3526.0;3590.0;834.0;469.0;220.0;81.0
110094;Cujubim;RO;6525.0;6965.0;1536.0;920.0;366.0;113.0
110100;Governador Jorge Teixeira;RO;3589.0;3832.0;1064.0;702.0;387.0;187.0
110110;Itapuã do Oeste;RO;3228.0;3228.0;910.0;582.0;310.0;115.0
110120;Ministro Andreazza;RO;3491.0;3991.0;961.0;649.0;402.0;194.0
110130;Mirante da Serra;RO;4225.0;4467.0;1184.0;764.0;492.0;293.0
110140;Monte Negro;RO;5444.0;5458.0;1392.0;941.0;557.0;229.0
110143;Nova União;RO;2736.0;2807.0;751.0;480.0;275.0;126.0
110145;Parecis;RO;1698.0;1960.0;520.0;317.0;160.0;56.0
110146;Pimenteiras do Oeste;RO;923.0;876.0;230.0;144.0;88.0;31.0
110147;Primavera de Rondônia;RO;1222.0;1284.0;382.0;271.0;152.0;82.0
110148;São Felipe D'Oeste;RO;1855.0;2273.0;683.0;482.0;277.0;138.0
110149;São Francisco do Guaporé;RO;6812.0;6635.0;1562.0;983.0;454.0;196.0
110150;Seringueiras;RO;4530.0;4516.0;1184.0;696.0;366.0;166.0
110155;Teixeirópolis;RO;1698.0;1830.0;529.0;335.0;213.0;152.0
110160;Theobroma;RO;3725.0;3973.0;1168.0;777.0;401.0;184.0
110170;Urupá;RO;4266.0;4880.0;1344.0;1048.0;513.0;231.0
110175;Vale do Anari;RO;3310.0;3612.0;1036.0;675.0;373.0;143.0
110180;Vale do Paraíso;RO;2758.0;3080.0;896.0;576.0;305.0;155.0
120001;Acrelândia;AC;5610.0;4742.0;1124.0;771.0;370.0;189.0
120005;Assis Brasil;AC;3455.0;2330.0;480.0;279.0;166.0;104.0
120010;Brasiléia;AC;10140.0;8630.0;1837.0;1201.0;714.0;421.0
120013;Bujari;AC;4472.0;3198.0;731.0;553.0;274.0;137.0
120017;Capixaba;AC;4502.0;3221.0;849.0;533.0;280.0;127.0
120020;Cruzeiro do Sul;AC;37235.0;29866.0;5392.0;3497.0;2198.0;1407.0
120025;Epitaciolândia;AC;6380.0;6070.0;1298.0;834.0;523.0;308.0
120030;Feijó;AC;16555.0;11061.0;1983.0;1264.0;780.0;455.0
120032;Jordão;AC;4402.0;2132.0;314.0;139.0;83.0;54.0
120033;Mâncio Lima;AC;7753.0;5619.0;1040.0;685.0;430.0;226.0
120034;Manoel Urbano;AC;4453.0;2830.0;543.0;331.0;188.0;132.0
120035;Marechal Thaumaturgo;AC;8513.0;4677.0;716.0;408.0;224.0;112.0
120038;Plácido de Castro;AC;7527.0;6179.0;1527.0;1065.0;596.0;327.0
120039;Porto Walter;AC;5343.0;2980.0;452.0;274.0;142.0;92.0
120040;Rio Branco;AC;139701.0;148032.0;30518.0;17956.0;9255.0;5757.0
120042;Rodrigues Alves;AC;7869.0;5113.0;876.0;600.0;323.0;149.0
120043;Santa Rosa do Purus;AC;2922.0;1720.0;222.0;158.0;64.0;27.0
120045;Senador Guiomard;AC;8992.0;7661.0;1807.0;1160.0;748.0;394.0
120050;Sena Madureira;AC;17777.0;14822.0;2805.0;1874.0;1057.0;730.0
120060;Tarauacá;AC;20494.0;11932.0;2212.0;1439.0;876.0;580.0
120070;Xapuri;AC;7184.0;6051.0;1367.0;944.0;549.0;365.0
120080;Porto Acre;AC;7406.0;5481.0;1280.0;936.0;529.0;310.0
130002;Alvarães;AM;7312.0;4539.0;800.0;520.0;302.0;162.0
130006;Amaturá;AM;4968.0;3520.0;617.0;351.0;229.0;115.0
130008;Anamã;AM;4904.0;3898.0;716.0;383.0;302.0;150.0
130010;Anori;AM;7436.0;6150.0;1082.0;615.0;466.0;270.0
130014;Apuí;AM;6726.0;7734.0;1734.0;1030.0;442.0;150.0
130020;Atalaia do Norte;AM;7835.0;5826.0;896.0;490.0;305.0;157.0
130030;Autazes;AM;17105.0;10829.0;2410.0;1637.0;978.0;675.0
130040;Barcelos;AM;11548.0;10013.0;1822.0;1208.0;756.0;254.0
130050;Barreirinha;AM;15379.0;8377.0;1773.0;1152.0;800.0;572.0
130060;Benjamin Constant;AM;18411.0;11624.0;2160.0;1339.0;872.0;552.0
130063;Beruri;AM;9037.0;4878.0;996.0;661.0;406.0;259.0
130068;Boa Vista do Ramos;AM;7735.0;5045.0;1031.0;641.0;366.0;270.0
130070;Boca do Acre;AM;14831.0;11117.0;2271.0;1547.0;978.0;575.0
130080;Borba;AM;17023.0;12001.0;2276.0;1510.0;918.0;729.0
130083;Caapiranga;AM;5040.0;4029.0;725.0;504.0;276.0;141.0
130090;Canutama;AM;5506.0;5385.0;1228.0;740.0;425.0;189.0
130100;Carauari;AM;13518.0;8623.0;1641.0;1040.0;646.0;373.0
130110;Careiro;AM;13766.0;12276.0;2582.0;1650.0;954.0;500.0
130115;Careiro da Várzea;AM;8947.0;9054.0;2176.0;1421.0;936.0;461.0
130120;Coari;AM;37182.0;28586.0;4857.0;2991.0;1788.0;1033.0
130130;Codajás;AM;10954.0;8705.0;1557.0;982.0;617.0;341.0
130140;Eirunepé;AM;16200.0;10478.0;2003.0;1212.0;793.0;422.0
130150;Envira;AM;8547.0;5854.0;904.0;538.0;355.0;253.0
130160;Fonte Boa;AM;11654.0;8005.0;1333.0;923.0;584.0;341.0
130165;Guajará;AM;7401.0;4718.0;852.0;513.0;293.0;166.0
130170;Humaitá;AM;21679.0;16682.0;3452.0;2201.0;1291.0;690.0
130180;Ipixuna;AM;10324.0;7967.0;1262.0;746.0;466.0;217.0
130185;Iranduba;AM;19136.0;14846.0;3226.0;2144.0;1338.0;688.0
130190;Itacoatiara;AM;41376.0;31803.0;6875.0;4663.0;2764.0;1718.0
130195;Itamarati;AM;4534.0;2839.0;423.0;272.0;136.0;74.0
130200;Itapiranga;AM;3841.0;2823.0;657.0;436.0;284.0;153.0
130210;Japurá;AM;3576.0;2672.0;451.0;182.0;115.0;82.0
130220;Juruá;AM;5476.0;3867.0;660.0;355.0;248.0;143.0
130230;Jutaí;AM;10443.0;5686.0;965.0;664.0;415.0;207.0
130240;Lábrea;AM;17465.0;13611.0;2821.0;1738.0;1057.0;595.0
130250;Manacapuru;AM;41935.0;30712.0;6222.0;3951.0;2684.0;1564.0
130255;Manaquiri;AM;9456.0;8513.0;1816.0;1177.0;731.0;362.0
130260;Manaus;AM;754639.0;813534.0;173305.0;95447.0;45553.0;26800.0
130270;Manicoré;AM;22431.0;16913.0;3429.0;2166.0;1331.0;794.0
130280;Maraã;AM;8661.0;6184.0;880.0;516.0;304.0;148.0
130290;Maués;AM;27346.0;17305.0;3934.0;2464.0;1355.0;1193.0
130300;Nhamundá;AM;8412.0;6256.0;1419.0;873.0;637.0;410.0
130310;Nova Olinda do Norte;AM;14713.0;10975.0;2336.0;1276.0;705.0;707.0
130320;Novo Airão;AM;6837.0;5489.0;1208.0;753.0;437.0;270.0
130330;Novo Aripuanã;AM;9688.0;8001.0;1551.0;982.0;653.0;389.0
130340;Parintins;AM;48211.0;35201.0;7770.0;4941.0;2980.0;2104.0
130350;Pauini;AM;8577.0;6408.0;1086.0;654.0;356.0;189.0
130353;Presidente Figueiredo;AM;12435.0;10702.0;2582.0;1605.0;670.0;232.0
130356;Rio Preto da Eva;AM;10626.0;10877.0;2121.0;1303.0;663.0;284.0
130360;Santa Isabel do Rio Negro;AM;8394.0;6149.0;1061.0;749.0;504.0;266.0
130370;Santo Antônio do Içá;AM;13189.0;8399.0;1382.0;864.0;436.0;337.0
130380;São Gabriel da Cachoeira;AM;20236.0;13576.0;2753.0;1974.0;1116.0;678.0
130390;São Paulo de Olivença;AM;17074.0;11187.0;1886.0;1214.0;824.0;454.0
130395;São Sebastião do Uatumã;AM;5078.0;3832.0;700.0;525.0;251.0;122.0
130400;Silves;AM;4217.0;2661.0;700.0;440.0;221.0;160.0
130406;Tabatinga;AM;28671.0;19633.0;3656.0;2151.0;1198.0;707.0
130410;Tapauá;AM;8864.0;6160.0;1139.0;687.0;396.0;203.0
130420;Tefé;AM;31697.0;21614.0;3834.0;2528.0;1480.0;892.0
130423;Tonantins;AM;8620.0;5951.0;855.0;580.0;372.0;196.0
130426;Uarini;AM;5992.0;4164.0;669.0;430.0;222.0;137.0
130430;Urucará;AM;7475.0;5383.0;1247.0;841.0;523.0;309.0
130440;Urucurituba;AM;8275.0;6229.0;1377.0;853.0;510.0;401.0
140002;Amajari;RR;5458.0;3068.0;774.0;477.0;264.0;128.0
140005;Alto Alegre;RR;9036.0;5101.0;1233.0;796.0;436.0;216.0
140010;Boa Vista;RR;130256.0;127582.0;26105.0;13710.0;6181.0;3614.0
140015;Bonfim;RR;6140.0;3489.0;785.0;560.0;315.0;154.0
140017;Cantá;RR;6983.0;4576.0;1444.0;1023.0;449.0;176.0
140020;Caracaraí;RR;8909.0;6610.0;1652.0;1016.0;524.0;197.0
140023;Caroebe;RR;3611.0;3148.0;755.0;448.0;224.0;109.0
140028;Iracema;RR;3803.0;3366.0;874.0;509.0;242.0;100.0
140030;Mucajaí;RR;6694.0;5648.0;1366.0;913.0;495.0;201.0
140040;Normandia;RR;6200.0;2755.0;485.0;357.0;178.0;131.0
140045;Pacaraima;RR;6227.0;3551.0;799.0;475.0;199.0;130.0
140047;Rorainópolis;RR;11767.0;9518.0;2173.0;1370.0;562.0;241.0
140050;São João da Baliza;RR;2878.0;2757.0;538.0;371.0;192.0;74.0
140060;São Luiz;RR;2555.0;2903.0;651.0;405.0;163.0;99.0
140070;Uiramutã;RR;6478.0;2413.0;439.0;205.0;165.0;87.0
150010;Abaetetuba;PA;61031.0;57384.0;11107.0;7496.0;4450.0;2640.0
150013;Abel Figueiredo;PA;2822.0;2664.0;600.0;392.0;227.0;139.0
150020;Acará;PA;23978.0;19379.0;3706.0;2530.0;1658.0;898.0
150030;Afuá;PA;18865.0;11821.0;2169.0;1377.0;868.0;499.0
150034;Água Azul do Norte;PA;7893.0;12206.0;2058.0;1078.0;526.0;182.0
150040;Alenquer;PA;25026.0;17480.0;3971.0;2857.0;1879.0;1195.0
150050;Almeirim;PA;15596.0;12418.0;2799.0;1516.0;790.0;468.0
150060;Altamira;PA;47119.0;41421.0;9123.0;5274.0;2857.0;1656.0
150070;Anajás;PA;14373.0;8415.0;1380.0;906.0;555.0;343.0
150080;Ananindeua;PA;174377.0;214077.0;49355.0;28352.0;12825.0;6817.0
150085;Anapu;PA;10944.0;8209.0;1746.0;1094.0;509.0;207.0
150090;Augusto Corrêa;PA;20066.0;14093.0;2848.0;2102.0;1283.0;753.0
150095;Aurora do Pará;PA;11416.0;10387.0;1991.0;1389.0;831.0;430.0
150100;Aveiro;PA;6763.0;4868.0;1208.0;855.0;540.0;285.0
150110;Bagre;PA;12771.0;8542.0;1263.0;867.0;522.0;262.0
150120;Baião;PA;16238.0;14801.0;2800.0;1865.0;1177.0;546.0
150125;Bannach;PA;1190.0;1302.0;334.0;231.0;114.0;45.0
150130;Barcarena;PA;45156.0;43286.0;8647.0;4686.0;2311.0;1384.0
150140;Belém;PA;456353.0;611830.0;155379.0;98078.0;54632.0;34184.0
150145;Belterra;PA;6824.0;5538.0;1424.0;1073.0;691.0;392.0
150150;Benevides;PA;21872.0;22602.0;4689.0;2727.0;1549.0;863.0
150157;Bom Jesus do Tocantins;PA;6054.0;5977.0;1392.0;1031.0;492.0;318.0
150160;Bonito;PA;5276.0;5719.0;1060.0;693.0;394.0;253.0
150170;Bragança;PA;48912.0;44086.0;9144.0;6229.0;3842.0;2434.0
150172;Brasil Novo;PA;7042.0;6850.0;1758.0;1070.0;661.0;322.0
150175;Brejo Grande do Araguaia;PA;2757.0;2630.0;653.0;446.0;234.0;154.0
150178;Breu Branco;PA;22698.0;20653.0;4096.0;2656.0;1421.0;654.0
150180;Breves;PA;50914.0;31452.0;5874.0;3978.0;2351.0;1634.0
150190;Bujaru;PA;11767.0;9341.0;1808.0;1251.0;881.0;460.0
150195;Cachoeira do Piriá;PA;10991.0;10464.0;1840.0;1052.0;528.0;207.0
150200;Cachoeira do Arari;PA;8381.0;7869.0;1718.0;1063.0;734.0;527.0
150210;Cametá;PA;56543.0;44795.0;8256.0;6220.0;4032.0;2552.0
150215;Canaã dos Carajás;PA;16401.0;12559.0;2292.0;1175.0;595.0;236.0
150220;Capanema;PA;24779.0;25769.0;6009.0;3923.0;2411.0;1612.0
150230;Capitão Poço;PA;22108.0;19553.0;4046.0;2670.0;1716.0;994.0
150240;Castanhal;PA;69569.0;76017.0;15784.0;9370.0;5534.0;3086.0
150250;Chaves;PA;9463.0;7256.0;1449.0;1010.0;582.0;344.0
150260;Colares;PA;4594.0;3966.0;934.0;748.0;523.0;316.0
150270;Conceição do Araguaia;PA;18112.0;16958.0;4330.0;3119.0;1920.0;1091.0
150275;Concórdia do Pará;PA;12650.0;11115.0;1779.0;1364.0;872.0;535.0
150276;Cumaru do Norte;PA;3796.0;4692.0;1203.0;605.0;215.0;53.0
150277;Curionópolis;PA;7683.0;6150.0;1833.0;1231.0;819.0;364.0
150280;Curralinho;PA;15144.0;9692.0;1641.0;1087.0;682.0;452.0
150285;Curuá;PA;5658.0;4255.0;934.0;553.0;366.0;208.0
150290;Curuçá;PA;13889.0;12488.0;3083.0;2197.0;1561.0;1053.0
150293;Dom Eliseu;PA;20065.0;21837.0;4252.0;2336.0;1122.0;545.0
150295;Eldorado do Carajás;PA;13071.0;11569.0;2859.0;1799.0;903.0;373.0
150300;Faro;PA;3530.0;2550.0;599.0;393.0;263.0;150.0
150304;Floresta do Araguaia;PA;7545.0;7027.0;1615.0;1010.0;552.0;268.0
150307;Garrafão do Norte;PA;11373.0;8911.0;1682.0;1200.0;782.0;395.0
150309;Goianésia do Pará;PA;13958.0;14287.0;2793.0;1686.0;851.0;337.0
150310;Gurupá;PA;15141.0;10073.0;1830.0;1195.0;788.0;438.0
150320;Igarapé-Açu;PA;14518.0;13762.0;3073.0;2213.0;1450.0;866.0
150330;Igarapé-Miri;PA;25295.0;21895.0;4249.0;2909.0;1818.0;1238.0
150340;Inhangapi;PA;4261.0;3886.0;869.0;608.0;377.0;221.0
150345;Ipixuna do Pará;PA;19959.0;21512.0;3152.0;2067.0;1074.0;350.0
150350;Irituia;PA;12498.0;11221.0;2212.0;1959.0;1198.0;770.0
150360;Itaituba;PA;43172.0;38397.0;8989.0;5144.0;2575.0;1343.0
150370;Itupiranga;PA;21571.0;18445.0;4085.0;2936.0;1478.0;707.0
150375;Jacareacanga;PA;14744.0;16955.0;4218.0;1757.0;621.0;279.0
150380;Jacundá;PA;20709.0;22194.0;3944.0;2388.0;1445.0;776.0
150390;Juruti;PA;23570.0;16887.0;3190.0;2111.0;1257.0;902.0
150400;Limoeiro do Ajuru;PA;11688.0;9205.0;1620.0;1043.0;628.0;435.0
150405;Mãe do Rio;PA;12427.0;10944.0;2091.0;1511.0;972.0;618.0
150410;Magalhães Barata;PA;3155.0;2708.0;671.0;556.0;367.0;248.0
150420;Marabá;PA;100706.0;101983.0;19950.0;11085.0;5864.0;3070.0
150430;Maracanã;PA;11644.0;9451.0;2323.0;1811.0;1275.0;804.0
150440;Marapanim;PA;10219.0;9219.0;2335.0;1827.0;1278.0;850.0
150442;Marituba;PA;41415.0;51498.0;9498.0;5128.0;2568.0;1338.0
150445;Medicilândia;PA;11146.0;11145.0;2497.0;1460.0;755.0;340.0
150450;Melgaço;PA;13005.0;8414.0;1192.0;789.0;387.0;275.0
150460;Mocajuba;PA;12321.0;9631.0;1855.0;1348.0;942.0;595.0
150470;Moju;PA;31830.0;26448.0;4920.0;3176.0;1834.0;995.0
150475;Mojuí dos Campos;PA;5628.0;5802.0;1357.0;983.0;463.0;313.0
150480;Monte Alegre;PA;24835.0;19481.0;4590.0;3317.0;2185.0;1295.0
150490;Muaná;PA;15102.0;13177.0;2479.0;1597.0;882.0;605.0
150495;Nova Esperança do Piriá;PA;9465.0;7517.0;1265.0;861.0;412.0;152.0
150497;Nova Ipixuna;PA;5906.0;5497.0;1272.0;925.0;514.0;234.0
150500;Nova Timboteua;PA;4633.0;5438.0;1294.0;963.0;646.0;407.0
150503;Novo Progresso;PA;10868.0;10470.0;2676.0;1293.0;435.0;137.0
150506;Novo Repartimento;PA;28556.0;24041.0;5078.0;3347.0;1683.0;690.0
150510;Óbidos;PA;21783.0;17209.0;3874.0;2889.0;1945.0;1054.0
150520;Oeiras do Pará;PA;14855.0;9721.0;1627.0;1224.0;721.0;426.0
150530;Oriximiná;PA;30225.0;22888.0;4922.0;3177.0;1960.0;1104.0
150540;Ourém;PA;7075.0;6000.0;1319.0;968.0;645.0;387.0
150543;Ourilândia do Norte;PA;12789.0;12349.0;2153.0;1084.0;574.0;242.0
150548;Pacajá;PA;17579.0;15313.0;3318.0;2237.0;1205.0;499.0
150549;Palestina do Pará;PA;2882.0;2637.0;639.0;508.0;276.0;165.0
150550;Paragominas;PA;43024.0;42771.0;7516.0;4045.0;1840.0;874.0
150553;Parauapebas;PA;77912.0;76961.0;12302.0;5524.0;2327.0;1149.0
150555;Pau D'Arco;PA;2593.0;2223.0;479.0;378.0;241.0;102.0
150560;Peixe-Boi;PA;2846.0;2912.0;764.0;542.0;323.0;262.0
150563;Piçarra;PA;4777.0;4853.0;1090.0;738.0;361.0;160.0
150565;Placas;PA;9388.0;9965.0;2014.0;1234.0;613.0;183.0
150570;Ponta de Pedras;PA;10443.0;10067.0;2169.0;1311.0;764.0;568.0
150580;Portel;PA;29322.0;17298.0;2936.0;2023.0;1157.0;647.0
150590;Porto de Moz;PA;17225.0;12081.0;1853.0;1077.0;733.0;386.0
150600;Prainha;PA;14859.0;9855.0;2108.0;1262.0;747.0;383.0
150610;Primavera;PA;4340.0;3694.0;842.0;669.0;495.0;311.0
150611;Quatipuru;PA;5014.0;4446.0;1106.0;726.0;485.0;312.0
150613;Redenção;PA;33051.0;32009.0;7091.0;3906.0;2228.0;1125.0
150616;Rio Maria;PA;6571.0;7230.0;1733.0;1164.0;656.0;303.0
150618;Rondon do Pará;PA;17674.0;19642.0;4400.0;2638.0;1418.0;743.0
150619;Rurópolis;PA;15356.0;16277.0;3315.0;2250.0;1086.0;510.0
150620;Salinópolis;PA;15707.0;14868.0;3069.0;2119.0;1295.0;674.0
150630;Salvaterra;PA;8655.0;7721.0;1804.0;1225.0;752.0;502.0
150635;Santa Bárbara do Pará;PA;7391.0;7131.0;1455.0;1060.0;584.0;324.0
150640;Santa Cruz do Arari;PA;3086.0;3441.0;730.0;434.0;293.0;142.0
150650;Santa Izabel do Pará;PA;23246.0;27212.0;5036.0;3157.0;1886.0;1062.0
150655;Santa Luzia do Pará;PA;8378.0;7041.0;1499.0;986.0;692.0;421.0
150658;Santa Maria das Barreiras;PA;6002.0;6678.0;1932.0;1391.0;628.0;254.0
150660;Santa Maria do Pará;PA;8956.0;9353.0;2107.0;1369.0;921.0;549.0
150670;Santana do Araguaia;PA;20617.0;25984.0;4825.0;2570.0;1288.0;441.0
150680;Santarém;PA;127538.0;108125.0;24310.0;15466.0;9491.0;5859.0
150690;Santarém Novo;PA;2622.0;2200.0;453.0;374.0;241.0;141.0
150700;Santo Antônio do Tauá;PA;11369.0;10475.0;2301.0;1627.0;1067.0;543.0
150710;São Caetano de Odivelas;PA;6504.0;6263.0;1414.0;1086.0;758.0;388.0
150715;São Domingos do Araguaia;PA;9694.0;8460.0;1817.0;1429.0;924.0;485.0
150720;São Domingos do Capim;PA;13464.0;10180.0;1842.0;1473.0;955.0;497.0
150730;São Félix do Xingu;PA;33861.0;45968.0;8150.0;4184.0;1790.0;565.0
150740;São Francisco do Pará;PA;5696.0;5763.0;1387.0;1008.0;674.0;376.0
150745;São Geraldo do Araguaia;PA;10693.0;9654.0;2095.0;1461.0;865.0;505.0
150746;São João da Ponta;PA;2147.0;1871.0;467.0;343.0;243.0;165.0
150747;São João de Pirabas;PA;8554.0;7472.0;1654.0;1312.0;895.0;587.0
150750;São João do Araguaia;PA;5474.0;4549.0;1185.0;814.0;431.0;236.0
150760;São Miguel do Guamá;PA;22302.0;20081.0;4027.0;2756.0;1740.0;1071.0
150770;São Sebastião da Boa Vista;PA;11187.0;8470.0;1587.0;979.0;689.0;438.0
150775;Sapucaia;PA;2112.0;2149.0;514.0;283.0;131.0;58.0
150780;Senador José Porfírio;PA;5845.0;4536.0;1067.0;612.0;291.0;106.0
150790;Soure;PA;9478.0;8783.0;2037.0;1378.0;898.0;565.0
150795;Tailândia;PA;36218.0;36913.0;4997.0;2769.0;1481.0;550.0
150796;Terra Alta;PA;4528.0;3765.0;831.0;639.0;450.0;258.0
150797;Terra Santa;PA;7493.0;6255.0;1304.0;948.0;585.0;375.0
150800;Tomé-Açu;PA;27707.0;21856.0;4053.0;2709.0;1747.0;852.0
150803;Tracuateua;PA;12473.0;9968.0;2152.0;1548.0;946.0;631.0
150805;Trairão;PA;6405.0;7070.0;1434.0;866.0;383.0;147.0
150808;Tucumã;PA;14305.0;14585.0;3143.0;1770.0;947.0;362.0
150810;Tucuruí;PA;43172.0;41137.0;8302.0;4612.0;2320.0;1131.0
150812;Ulianópolis;PA;16599.0;20469.0;3284.0;1635.0;742.0;260.0
150815;Uruará;PA;18150.0;18014.0;3512.0;2184.0;1154.0;502.0
150820;Vigia;PA;18735.0;19284.0;4075.0;2972.0;1834.0;1095.0
150830;Viseu;PA;26825.0;19187.0;3972.0;2798.0;1718.0;1036.0
150835;Vitória do Xingu;PA;6246.0;5754.0;1048.0;714.0;388.0;203.0
150840;Xinguara;PA;17248.0;17164.0;3767.0;2229.0;1147.0;589.0
160005;Serra do Navio;AP;1889.0;1711.0;376.0;205.0;103.0;33.0
160010;Amapá;AP;3728.0;3023.0;596.0;366.0;227.0;113.0
160015;Pedra Branca do Amapari;AP;5423.0;4439.0;903.0;523.0;265.0;107.0
160020;Calçoene;AP;4201.0;3354.0;848.0;437.0;205.0;96.0
160021;Cutias;AP;2350.0;1668.0;332.0;195.0;90.0;60.0
160023;Ferreira Gomes;AP;3224.0;2163.0;432.0;298.0;153.0;85.0
160025;Itaubal;AP;2401.0;1517.0;310.0;176.0;115.0;50.0
160027;Laranjal do Jari;AP;18956.0;16167.0;3261.0;1525.0;802.0;402.0
160030;Macapá;AP;183447.0;176133.0;33235.0;17427.0;9104.0;5352.0
160040;Mazagão;AP;9498.0;5672.0;1213.0;698.0;492.0;240.0
160050;Oiapoque;AP;10254.0;8537.0;1657.0;724.0;319.0;123.0
160053;Porto Grande;AP;8293.0;6507.0;1428.0;781.0;413.0;185.0
160055;Pracuúba;AP;1811.0;1361.0;251.0;164.0;83.0;45.0
160060;Santana;AP;47431.0;42161.0;7403.0;4355.0;2517.0;1408.0
160070;Tartarugalzinho;AP;6620.0;4259.0;973.0;666.0;315.0;166.0
160080;Vitória do Jari;AP;6330.0;4746.0;845.0;490.0;245.0;164.0
170025;Abreulândia;TO;873.0;861.0;266.0;193.0;102.0;43.0
170030;Aguiarnópolis;TO;2087.0;2146.0;412.0;265.0;166.0;108.0
170035;Aliança do Tocantins;TO;1988.0;2023.0;573.0;474.0;269.0;199.0
170040;Almas;TO;3049.0;2512.0;677.0;485.0;326.0;193.0
170070;Alvorada;TO;2851.0;3302.0;876.0;611.0;390.0;212.0
170100;Ananás;TO;3995.0;3582.0;789.0;615.0;401.0;254.0
170105;Angico;TO;1188.0;1156.0;301.0;201.0;159.0;104.0
170110;Aparecida do Rio Negro;TO;1667.0;1540.0;401.0;333.0;201.0;125.0
170130;Aragominas;TO;2006.0;2015.0;645.0;509.0;287.0;103.0
170190;Araguacema;TO;2490.0;2227.0;670.0;463.0;275.0;158.0
170200;Araguaçu;TO;2650.0;3404.0;947.0;755.0;466.0;305.0
170210;Araguaína;TO;61727.0;68106.0;13738.0;8272.0;4898.0;3005.0
170215;Araguanã;TO;2200.0;1822.0;467.0;293.0;207.0;104.0
170220;Araguatins;TO;13278.0;11501.0;2660.0;1946.0;1259.0;736.0
170230;Arapoema;TO;2594.0;2511.0;595.0;485.0;269.0;151.0
170240;Arraias;TO;4119.0;3707.0;1047.0;795.0;498.0;347.0
170255;Augustinópolis;TO;7033.0;6164.0;1387.0;991.0;647.0;348.0
170270;Aurora do Tocantins;TO;1066.0;1321.0;373.0;273.0;205.0;108.0
170290;Axixá do Tocantins;TO;4071.0;3289.0;753.0;590.0;415.0;255.0
170300;Babaçulândia;TO;3359.0;3964.0;1099.0;809.0;487.0;317.0
170305;Bandeirantes do Tocantins;TO;1163.0;1296.0;256.0;218.0;129.0;48.0
170307;Barra do Ouro;TO;1899.0;1393.0;358.0;264.0;173.0;94.0
170310;Barrolândia;TO;1825.0;2084.0;578.0;395.0;240.0;156.0
170320;Bernardo Sayão;TO;1584.0;1723.0;451.0;291.0;177.0;80.0
170330;Bom Jesus do Tocantins;TO;1669.0;1504.0;349.0;213.0;135.0;81.0
